artist,cardClass,collectible,cost,dbfId,flavor,id,name,rarity,set,spellSchool,text,type,mechanics,attack,health,race,elite,targetingArrowText,durability,overload,spellDamage,battlegroundsPremiumDbfId,howToEarnGolden,howToEarn,armor,hasDiamondSkin,collectionText,techLevel,faction,multiClassGroup,isMiniSet,hideStats,battlegroundsDarkmoonPrizeTurn,questReward
Jonboy Meyers,PALADIN,TRUE,3,2717,"""Arf! Arf! Arf!"" - Seal of Champions",AT_074,Seal of Champions,COMMON,TGT,HOLY,"Give a minion
+3 Attack and <b>Divine Shield</b>.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan & Gabor,PALADIN,TRUE,3,2515,He doesn't even get Sundays off.  Every day he's hostling.,AT_075,Warhorse Trainer,COMMON,TGT,NA,Your Silver Hand Recruits have +1 Attack.,MINION,AURA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Nielson,PALADIN,TRUE,4,2655,Hee hee!  Look at his cute little feet.,AT_076,Murloc Knight,COMMON,TGT,NA,<b>Inspire:</b> Summon a random Murloc.,MINION,INSPIRE,3,4,MURLOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Wilson,PALADIN,TRUE,2,2720,"The stripes make it look like a candy cane, but we recommend against licking it.",AT_077,Argent Lance,RARE,TGT,NA,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, +1 Durability.",WEAPON,BATTLECRY,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauricio Herrera,PALADIN,TRUE,6,2654,You have to get past the vendors first.  So many are lost to shopping...,AT_078,Enter the Coliseum,EPIC,TGT,NA,Destroy all minions except each player's highest Attack minion.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,PALADIN,TRUE,6,2726,"He may sound surly and antisocial, but he's actually just really shy.",AT_079,Mysterious Challenger,EPIC,TGT,NA,<b>Battlecry:</b> Put one of each <b>Secret</b> from your deck into the battlefield.,MINION,BATTLECRY,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jesper Ejsing,NEUTRAL,TRUE,2,2517,"He'll never admit it, but he pushes you hard because he really cares about you.",AT_080,Garrison Commander,EPIC,TGT,NA,You can use your Hero Power twice a turn.,MINION,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,PALADIN,TRUE,7,2727,Nobody rocks a monocle like Eadric.,AT_081,Eadric the Pure,LEGENDARY,TGT,NA,"<b>Battlecry:</b> Change all enemy minions'
Attack to 1.",MINION,BATTLECRY,3,7,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ron Spears,NEUTRAL,TRUE,1,2486,But not the lowliest!,AT_082,Lowly Squire,COMMON,TGT,NA,<b>Inspire:</b> Gain +1 Attack.,MINION,INSPIRE,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton Zemskov,NEUTRAL,TRUE,3,2533,Check it out.  You can do barrel rolls on this thing.,AT_083,Dragonhawk Rider,COMMON,TGT,NA,"<b>Inspire:</b> Gain <b>Windfury</b>
this turn.",MINION,INSPIRE,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Murphy,NEUTRAL,TRUE,2,2577,"Lance Carrier is an obscure entry level position in orcish armies.  A mystery, since orcs don't generally use lances.",AT_084,Lance Carrier,COMMON,TGT,NA,<b>Battlecry:</b> Give a friendly minion +2 Attack.,MINION,BATTLECRY,1,2,NA,NA,Give +2 Attack.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Froilan Gardner,NEUTRAL,TRUE,4,2488,Not a good basis for a system of government.,AT_085,Maiden of the Lake,COMMON,TGT,NA,Your Hero Power costs (1).,MINION,AURA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Staples,NEUTRAL,TRUE,3,2576,Listen all y'all it's a saboteur!,AT_086,Saboteur,RARE,TGT,NA,<b>Battlecry:</b> Your opponent's Hero Power costs (5) more next turn.,MINION,BATTLECRY,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evgeniy Zaqumyennyy,NEUTRAL,TRUE,3,2490,His horse's name is Betsy.,AT_087,Argent Horserider,COMMON,TGT,NA,"<b>Charge</b>
<b>Divine Shield</b>",MINION,CHARGE,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evgeniy Zaqumyennyy,NEUTRAL,TRUE,3,2490,His horse's name is Betsy.,AT_087,Argent Horserider,COMMON,TGT,NA,"<b>Charge</b>
<b>Divine Shield</b>",MINION,DIVINE_SHIELD,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steve Prescott,NEUTRAL,TRUE,6,2491,This champion has learned from the best.  Except for his target selection.,AT_088,Mogor's Champion,RARE,TGT,NA,50% chance to attack the wrong enemy.,MINION,FORGETFUL,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steve Prescott,NEUTRAL,TRUE,6,2491,This champion has learned from the best.  Except for his target selection.,AT_088,Mogor's Champion,RARE,TGT,NA,50% chance to attack the wrong enemy.,MINION,TRIGGER_VISUAL,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slawomir Maniak,NEUTRAL,TRUE,2,2495,"Underneath all that impressive armor, he's just skin and bones.  Okay, maybe just bones.",AT_089,Boneguard Lieutenant,COMMON,TGT,NA,<b>Inspire:</b> Gain +1 Health.,MINION,INSPIRE,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Hou,NEUTRAL,TRUE,5,2497,"An elegant gorilla, for a more civilized age.",AT_090,Mukla's Champion,COMMON,TGT,NA,<b>Inspire:</b> Give your other minions +1/+1.,MINION,INSPIRE,4,3,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean McNally,NEUTRAL,TRUE,4,2575,The medic tournament is less entertaining than the Grand Tournament.,AT_091,Tournament Medic,COMMON,TGT,NA,<b>Inspire:</b> Restore #2 Health to your hero.,MINION,INSPIRE,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton Zemskov,NEUTRAL,TRUE,3,2594,He's a lot cooler than Magma Rager.,AT_092,Ice Rager,COMMON,TGT,NA,NA,MINION,NA,5,2,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,NEUTRAL,TRUE,4,2532,"Ironically, the natural enemy of the snobold is THE CANDLE.",AT_093,Frigid Snobold,COMMON,TGT,NA,<b>Spell Damage +1</b>,MINION,SPELLPOWER,2,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Zhang,NEUTRAL,TRUE,2,2580,"At first he liked juggling chain saws, but then he thought, ""Flames are better!  Because FIRE!""",AT_094,Flame Juggler,COMMON,TGT,NA,<b>Battlecry:</b> Deal 1 damage to a random enemy.,MINION,BATTLECRY,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esad Ribic,NEUTRAL,TRUE,3,2579,He used to be a librarian.  Old habits die hard.,AT_095,Silent Knight,COMMON,TGT,NA,"<b>Stealth</b>
<b>Divine Shield</b>",MINION,DIVINE_SHIELD,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esad Ribic,NEUTRAL,TRUE,3,2579,He used to be a librarian.  Old habits die hard.,AT_095,Silent Knight,COMMON,TGT,NA,"<b>Stealth</b>
<b>Divine Shield</b>",MINION,STEALTH,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skan Srisuwan,NEUTRAL,TRUE,5,2500,It takes a lot to wind him up.,AT_096,Clockwork Knight,COMMON,TGT,NA,<b>Battlecry:</b> Give a friendly Mech +1/+1.,MINION,BATTLECRY,5,5,MECHANICAL,NA,Give +1/+1.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Byrne,NEUTRAL,TRUE,1,2499,He was so excited to get season tickets to this year's Grand Tournament.  He normally doesn't get them at first and has to buy them from Ogre scalpers.,AT_097,Tournament Attendee,COMMON,TGT,NA,<b>Taunt</b>,MINION,TAUNT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wayne Reynolds,NEUTRAL,TRUE,6,2573,Hey!  Let me try that...,AT_098,Sideshow Spelleater,EPIC,TGT,NA,<b>Battlecry:</b> Copy your opponent's Hero Power.,MINION,BATTLECRY,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Wootten,NEUTRAL,TRUE,6,2598,"Someone called her a Rhinorider, and she's NOT HAPPY.",AT_099,Kodorider,EPIC,TGT,NA,<b>Inspire:</b> Summon a 3/5 War Kodo.,MINION,INSPIRE,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Polidora,NEUTRAL,TRUE,3,2503,The Silver Hand is the best paladin organization.  The Argent Crusaders are super jealous.,AT_100,Silver Hand Regent,COMMON,TGT,NA,<b>Inspire:</b> Summon a 1/1 Silver Hand Recruit.,MINION,INSPIRE,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,NEUTRAL,TRUE,5,2521,What did the pits ever do to you?,AT_101,Pit Fighter,COMMON,TGT,NA,NA,MINION,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonzalo Ordonez,NEUTRAL,TRUE,7,2522,"You can keep him, but you have to promise to feed him and clean out his tank every day!",AT_102,Captured Jormungar,COMMON,TGT,NA,NA,MINION,NA,5,9,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seamus Gallagher,NEUTRAL,TRUE,9,2520,You have no idea how tired this guy is of being released.,AT_103,North Sea Kraken,COMMON,TGT,NA,<b>Battlecry:</b> Deal 4 damage.,MINION,BATTLECRY,9,7,BEAST,NA,Deal 4 damage.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skan Srisuwan,PALADIN,TRUE,5,2504,Just could not be talked out of using his turtle for the joust...,AT_104,Tuskarr Jouster,RARE,TGT,NA,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, restore #7 Health to your hero.",MINION,BATTLECRY,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,NEUTRAL,TRUE,1,2502,Don't worry.  With a little skin cream he's going to clear right up.,AT_105,Injured Kvaldir,RARE,TGT,NA,<b>Battlecry:</b> Deal 3 damage to this minion.,MINION,BATTLECRY,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrea Uderzo,NEUTRAL,TRUE,3,2259,"When there's something strange (say, a gibbering demon) in your neighborhood, who are you going to call?",AT_106,Light's Champion,RARE,TGT,NA,<b>Battlecry:</b> <b>Silence</b> a Demon.,MINION,BATTLECRY,4,3,NA,NA,<b>Silence</b> a Demon.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edouard Guiton & Tony Washington,NEUTRAL,TRUE,4,2627,Yep.  It's a horse... wearing armor... going to war.,AT_108,Armored Warhorse,RARE,TGT,NA,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Charge</b>.",MINION,BATTLECRY,5,3,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Zhang,NEUTRAL,TRUE,2,2505,Who argent watches the Argent Watchman?,AT_109,Argent Watchman,RARE,TGT,NA,"Can't attack.
<b>Inspire:</b> Can attack as normal this turn.",MINION,CANT_ATTACK,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Zhang,NEUTRAL,TRUE,2,2505,Who argent watches the Argent Watchman?,AT_109,Argent Watchman,RARE,TGT,NA,"Can't attack.
<b>Inspire:</b> Can attack as normal this turn.",MINION,INSPIRE,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Scott,NEUTRAL,TRUE,3,2585,Meets monthly with the gladiators to discuss career goals.,AT_110,Coliseum Manager,RARE,TGT,NA,<b>Inspire:</b> Return this minion to your hand.,MINION,INSPIRE,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ron Spears,NEUTRAL,TRUE,4,2704,"Menu:  Funnel cakes, carrots, popcorn, jormungar steaks.  It's hard serving a diverse clientele.",AT_111,Refreshment Vendor,COMMON,TGT,NA,<b>Battlecry:</b> Restore #4 Health to each hero.,MINION,BATTLECRY,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penny Arcade,NEUTRAL,TRUE,6,2507,Needs just a few more ratings points to become Grandmaster Jouster.,AT_112,Master Jouster,RARE,TGT,NA,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Taunt</b> and <b>Divine Shield</b>.",MINION,BATTLECRY,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jim Nelson,NEUTRAL,TRUE,5,2509,Join the Argent Crusade!  We have attractive tabards and you get to carry really nice swords!,AT_113,Recruiter,EPIC,TGT,NA,<b>Inspire:</b> Add a 2/2 Squire to your hand.,MINION,INSPIRE,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Scott,NEUTRAL,TRUE,4,2752,"To be honest, heckling is not the most effective form of evil.",AT_114,Evil Heckler,COMMON,TGT,NA,<b>Taunt</b>,MINION,TAUNT,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Howard Lyon,NEUTRAL,TRUE,3,2581,"Good fencers make good neighbors, right?",AT_115,Fencing Coach,RARE,TGT,NA,"<b>Battlecry:</b> The next time you use your Hero Power, it costs (2) less.",MINION,BATTLECRY,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Easley,PRIEST,TRUE,2,2596,Keeping tabs on the Grand Tournament is priority #1 for the five mighty Dragonflights!,AT_116,Wyrmrest Agent,RARE,TGT,NA,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",MINION,BATTLECRY,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jesper Ejsing,NEUTRAL,TRUE,3,2493,"Goes by ""MC ElfyElf"".",AT_117,Master of Ceremonies,EPIC,TGT,NA,"<b>Battlecry:</b> If you have a minion with <b>Spell Damage</b>, gain +2/+2.",MINION,BATTLECRY,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Todd Lockwood,NEUTRAL,TRUE,6,2510,"A veteran of a number of crusades, she is a force for light and goodness.  Her latest crusade is against goblin telemarketers.",AT_118,Grand Crusader,EPIC,TGT,NA,<b>Battlecry:</b> Add a random Paladin card to your hand.,MINION,BATTLECRY,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Kaniuga,NEUTRAL,TRUE,5,2511,Coming soon... to a tuskarr village near you!,AT_119,Kvaldir Raider,COMMON,TGT,NA,<b>Inspire:</b> Gain +2/+2.,MINION,INSPIRE,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Staples,NEUTRAL,TRUE,10,2512,Don't ask him about the beard.  JUST DON'T.,AT_120,Frost Giant,EPIC,TGT,NA,Costs (1) less for each time you used your Hero Power this game.,MINION,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakub Kasper,NEUTRAL,TRUE,4,2518,The crowd ALWAYS yells lethal.,AT_121,Crowd Favorite,EPIC,TGT,NA,"Whenever you play a card with <b>Battlecry</b>, gain +1/+1.",MINION,TRIGGER_VISUAL,4,4,NA,NA,NA,NA,NA,NA,58383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutthapon Petchthai,NEUTRAL,TRUE,4,2724,Gormok has been giving impaling lessons in a small tent near the tournament grounds.  For only 25g you too could learn the fine art of impaling!,AT_122,Gormok the Impaler,LEGENDARY,TGT,NA,"<b>Battlecry:</b> If you have at least 4 other minions, deal 4 damage.",MINION,BATTLECRY,4,4,NA,TRUE,Deal 4 damage.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raymond Swanland,NEUTRAL,TRUE,7,2682,"Chillmaw keeps trying to ruin the Grand Tournament, and she would've done it too, if it weren't for those dang kids!",AT_123,Chillmaw,LEGENDARY,TGT,NA,"[x]<b>Taunt</b>
<b>Deathrattle:</b> If you're holding
a Dragon, deal 3 damage
to all minions.",MINION,DEATHRATTLE,6,6,DRAGON,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raymond Swanland,NEUTRAL,TRUE,7,2682,"Chillmaw keeps trying to ruin the Grand Tournament, and she would've done it too, if it weren't for those dang kids!",AT_123,Chillmaw,LEGENDARY,TGT,NA,"[x]<b>Taunt</b>
<b>Deathrattle:</b> If you're holding
a Dragon, deal 3 damage
to all minions.",MINION,TAUNT,6,6,DRAGON,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wayne Reynolds,NEUTRAL,TRUE,6,2595,"Bolf keeps coming in 2nd at the Grand Tournament.  It might be his year this year, if Lebron doesn't enter.",AT_124,Bolf Ramshield,LEGENDARY,TGT,NA,"Whenever your hero takes damage, this minion takes it instead.",MINION,TRIGGER_VISUAL,3,9,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Polidora,NEUTRAL,TRUE,9,2725,This massive yeti just closes his eyes and charges at the nearest target.  The nearest Target is a couple blocks away and has sick deals on skateboards.,AT_125,Icehowl,LEGENDARY,TGT,NA,"<b>Charge</b>
Can't attack heroes.",MINION,CHARGE,10,10,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcelo Vignali,NEUTRAL,TRUE,5,2683,"The ethereals have their own jousting tournament, and Saraad is the reigning champion.  Also he won the ethereal hot dog eating contest.",AT_127,Nexus-Champion Saraad,LEGENDARY,TGT,NA,<b>Inspire:</b> Add a random spell to your hand.,MINION,INSPIRE,4,5,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Sass,NEUTRAL,TRUE,6,2681,Apparently it really was just a flesh wound.,AT_128,The Skeleton Knight,LEGENDARY,TGT,NA,"<b>Deathrattle:</b> Reveal a minion in each deck. If yours costs more, return this to your hand.",MINION,DEATHRATTLE,7,4,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Zug,NEUTRAL,TRUE,3,2748,"LOVES being called ""the wonder twins"".",AT_129,Fjola Lightbane,LEGENDARY,TGT,NA,"Whenever <b>you</b> target this minion with a spell, gain <b><b>Divine Shield</b>.</b>",MINION,TRIGGER_VISUAL,3,4,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,WARRIOR,TRUE,6,2723,A little better than Sea Minus Reaver.,AT_130,Sea Reaver,EPIC,TGT,NA,"When you draw this, deal 1 damage to your minions.",MINION,TOPDECK,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Thompson,NEUTRAL,TRUE,3,2519,"HATES being called ""the wonder twins"".",AT_131,Eydis Darkbane,LEGENDARY,TGT,NA,"Whenever <b>you</b> target this minion with a spell, deal 3 damage to a random enemy.",MINION,TRIGGER_VISUAL,3,4,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jomaro Kindred,NEUTRAL,TRUE,6,2736,It's like putting racing stripes and a giant spoiler on your hero power.,AT_132,Justicar Trueheart,LEGENDARY,TGT,NA,<b>Battlecry:</b> Replace your starting Hero Power with a better one.,MINION,BATTLECRY,6,3,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skan Srisuwan,NEUTRAL,TRUE,1,2818,It's not HER fault you didn't put a spinning saw blade on your horse.,AT_133,Gadgetzan Jouster,COMMON,TGT,NA,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain +1/+1.",MINION,BATTLECRY,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,NEUTRAL,TRUE,4,66875,"Inside your deck there are two wolves.
One is a frostwolf. The other is a frostwolf.
You are a Frostwolf.",AV_100,Drek'Thar,LEGENDARY,ALTERAC_VALLEY,NA,"[x]<b>Battlecry</b>: If this costs
more than every minion
in your deck, summon
2 of them.",MINION,BATTLECRY,4,4,NA,TRUE,NA,NA,NA,NA,NA,Obtained by gaining Honor in Fractured in Alterac Valley.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,NEUTRAL,TRUE,4,66880,"“I don’t care how hot it is. I am not going over there to be your air conditioning.""",AV_101,Herald of Lokholar,COMMON,ALTERAC_VALLEY,NA,"<b>Battlecry:</b> Draw a
Frost spell.",MINION,BATTLECRY,3,5,NA,NA,NA,NA,NA,NA,NA,Earnable on the Fractured in Alterac Valley Reward Track.,Earnable on the Fractured in Alterac Valley Reward Track.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,NEUTRAL,TRUE,3,66887,Just passing through Alterac on its way to apply for a job at the Ice Cream Citadel.,AV_102,Popsicooler,EPIC,ALTERAC_VALLEY,NA,"[x]<b>Deathrattle:</b> <b>Freeze</b> two
random enemy minions.",MINION,DEATHRATTLE,3,3,MECHANICAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,SHAMAN,TRUE,6,67192,"We now have a more accurate answer to the age-old question ""What's cooler than being cool?""",AV_107,Glaciate,RARE,ALTERAC_VALLEY,FROST,<b>Discover</b> an 8-Cost minion. Summon and <b>Freeze</b> it.,SPELL,DISCOVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L. Lullabi & K. Turovec,WARRIOR,TRUE,10,67193,"""Is the shield being shattered or doing the shattering?""
""Yes.""",AV_108,Shield Shatter,RARE,ALTERAC_VALLEY,FROST,"[x]Deal $5 damage to all
minions. Costs (1) less
for each Armor you have.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konstantin Turovec,WARRIOR,TRUE,2,67194,"""Hey, I bet I could shatter this.""",AV_109,Frozen Buckler,EPIC,ALTERAC_VALLEY,FROST,"Gain 10 Armor. At the start of your next turn, lose 5 Armor.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,NEUTRAL,TRUE,3,67352,Not snowblind; she can spot a level 51 noob over 40 yards away.,AV_112,Snowblind Harpy,RARE,ALTERAC_VALLEY,NA,"<b>Battlecry:</b> If you're holding
a Frost spell, gain 5 Armor.",MINION,BATTLECRY,3,4,NA,NA,NA,NA,NA,NA,NA,Earnable on the Fractured in Alterac Valley Reward Track.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jim Nelson,HUNTER,TRUE,6,67803,Tavish left home to forge his own path. But it still led him back to Alterac to kick some Frostwolf butt.,AV_113,Beaststalker Tavish,LEGENDARY,ALTERAC_VALLEY,NA,"[x]<b>Battlecry:</b> <b>Discover</b>
and cast 2 Improved
<b>Secrets</b>.",HERO,BATTLECRY,NA,30,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jim Nelson,HUNTER,TRUE,6,67803,Tavish left home to forge his own path. But it still led him back to Alterac to kick some Frostwolf butt.,AV_113,Beaststalker Tavish,LEGENDARY,ALTERAC_VALLEY,NA,"[x]<b>Battlecry:</b> <b>Discover</b>
and cast 2 Improved
<b>Secrets</b>.",HERO,DISCOVER,NA,30,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,MAGE,TRUE,1,67871,Remember to use your sick days wisely.,AV_114,Shivering Sorceress,COMMON,ALTERAC_VALLEY,NA,"[x]<b>Battlecry:</b> Reduce the Cost
of the highest Cost spell
in your hand by (1).",MINION,BATTLECRY,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Junru Zhuo,MAGE,TRUE,2,67873,I bet it’s just exaggerating.,AV_115,Amplified Snowflurry,COMMON,ALTERAC_VALLEY,NA,<b>Battlecry:</b> Your next Hero Power costs (0) and <b>Freezes</b> the target.,MINION,BATTLECRY,2,3,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
